"The category doesn't contain the specified product.",そのカテゴリは指定された商品を含みません。
"File validation failed.",ファイルの認証失敗
"The %1 value wasn't found in the algorithms.","%1 の値はそのアルゴリズムで見つかりませんでした。"
"The filters are invalid. Set them in an array and try again.",フィルターは無効です。フィルターを配列で設定して再度お試し下さい。
"The product wasn't registered.",商品が登録されていません。
"The store wasn't registered. Verify the store and try again.",ストアが登録されていません。ストアを確認して再度お試し下さい。
"The ""%1"" attribute value is empty. Set the attribute and try again.","""%1""の属性の値が空です。属性を設定して再度お試し下さい。"
"Percentage value must be a number between 0 and 100.","Percentage value must be a number between 0 and 100."
"The attribute set couldn't be created because it's based on a non-product attribute set.",商品でない属性セットに基づいているため、属性セットを作成できませんでした。
"The attribute set couldn't be created because it's based on a non-existing attribute set.",存在しない属性セットに基づいているため、属性セットを作成できませんでした。
"The image content is invalid. Verify the content and try again.",画像の内容は無効です。内容を確認して再度お試し下さい。
"The product can't be saved.",商品を保存できません。
"The new media gallery entry failed to save.",新しいメディアギャラリーエントリーの保存に失敗しました。
"No image with the provided ID was found. Verify the ID and try again.",提供されたIDの画像が見つかりません。IDを確認して再度お試し下さい。
"The product doesn't exist. Verify and try again.",商品は存在しません。確認してから再度お試し下さい。
"The image doesn't exist. Verify and try again.",画像が存在しません。確認してから再度お試し下さい。
"The image doesn't exist.",画像は存在しません。
"The image type for the file is invalid. Enter the correct image type and try again.",ファイルの画像タイプが無効です。正しい画像タイプを入力して、再度お試し下さい。
"The ""%1"" file couldn't be moved.","""%1""ファイルを削除できませんでした。"
"Can't get information about the picture: %1",その画像についての情報を取得できません：%1
"The ProductSku is empty. Set the ProductSku and try again.",商品SKUが空です。商品SKUを設定して再度お試し下さい。
"The custom option couldn't be removed.",カスタムオプションを削除できませんでした。
"The product's required option(s) weren't entered. Make sure the options are entered and try again.","商品の必須オプションが入力されていません。 オプションが入力されていることを確認して、再度お試し下さい。"
"The file options format is invalid. Use a correct format and try again.",ファイルオプションフォーマットは無効です。正しいフォーマットを使用して再度お試し下さい。
"The file ""%1"" is empty. Select another file and try again.","ファイル ""%1"" が空です。他のファイルを選択して再度お試し下さい。"
"The validation failed. Make sure the required options are entered and the file is uploaded, then try again.","検証に失敗しました。 必要なオプションが入力され、ファイルがアップロードされていることを確認し、再度お試し下さい。"
"The file was too big and couldn't be uploaded. Use a file smaller than %1 MBs and try to upload again.",ファイルが大きすぎるため、アップロードできません。%1MBより小さいファイルを使用し、再度アップロードして下さい。
"The required option wasn't entered. Enter the option and try again.",必須オプションが入力されていません。オプションを入力して再度お試し下さい。
"The file is empty. Select another file and try again.",ファイルが空です。他のファイルを選択して再度お試し下さい。
"The text is too long. Shorten the text and try again.",テキストが長すぎます。テキストを短くして再度お試し下さい。
"Invalid attribute %fieldName = %fieldValue.","不正な属性 %fieldName = %fieldValue."
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId.","Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId."
"Invalid attribute Cost = %cost. Row ID: SKU = %SKU, Store ID: %storeId.","Invalid attribute Cost = %cost. Row ID: SKU = %SKU, Store ID: %storeId."
"Could not save Prices.",価格を保存できません。
"Could not delete Prices",価格を削除できません
"The product that was requested doesn't exist. Verify the product and try again. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","The product that was requested doesn't exist. Verify the product and try again. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo."
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo."
"Invalid attribute %label = %priceTo. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Invalid attribute %label = %priceTo. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo."
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","Invalid attribute Price = %price. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo."
"Could not save Tier Prices","Could not save Tier Prices"
"Could not replace Tier Prices","Could not replace Tier Prices"
"Could not delete Tier Prices","Could not delete Tier Prices"
"Invalid attribute SKU = %SKU. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Invalid attribute SKU = %SKU. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"Invalid attribute Price = %price. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Invalid attribute Price = %price. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"Invalid attribute Price Type = %priceType. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Invalid attribute Price Type = %priceType. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"Invalid attribute Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Invalid attribute Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"Invalid attribute Website ID = %websiteId. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","Invalid attribute Website ID = %websiteId. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"We found a duplicate website, tier price, customer group and quantity: Customer Group = %customerGroup, Website ID = %websiteId, Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","We found a duplicate website, tier price, customer group and quantity: Customer Group = %customerGroup, Website ID = %websiteId, Quantity = %qty. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"No such entity with Customer Group = %customerGroup. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty.","No such entity with Customer Group = %customerGroup. Row ID: SKU = %SKU, Website ID: %websiteId, Customer Group: %customerGroup, Quantity: %qty."
"Tier price is unavailable for this product.",この商品にtier価格は利用できません。
"The tier_price data is invalid. Verify the data and try again.",tier_priceのデータが無効です。確認して再度お試し下さい。
"The group price couldn't be saved.",グループ価格を保存できませんでした。
"The data was invalid. Verify the data and try again.",データが無効です。確認して再度お試し下さい。
"Values in the %1 attributes are invalid. Verify the values and try again.","%1 属性の値は無効です。値を確認して再度お試し下さい。"
"We can't create the ""%1"" writeable directory.","書き込み可能なディレクトリを作成できません ""%1"
"The file upload failed. Try to upload again.",ファイルのアップロードに失敗しました。再度アップロードして下さい。
"The product has required options. Enter the options and try again.","商品にはオプションが必要です。 オプションを入力して再度お試し下さい。"
"The group with the ""%1"" ID doesn't exist. Verify the ID and try again.","ID ""%1"" のグループが存在しません。IDを確認して再度お試し下さい。"
"The attribute group can't be deleted because it contains system attributes.",属性グループがシステム属性を含むため、削除できません。
"The collection provider isn't registered.",コレクションプロバイダーは登録していません。
"The ""%1"" link type is unknown. Verify the type and try again.","""%1"" リンクタイプが不明です。タイプを確認して再度お試し下さい。"
"The ""%1"" link type wasn't found. Verify the type and try again.","""%1"" リンクタイプが見つかりません。タイプを確認して再度お試し下さい。"
"The linked products data is invalid. Verify the data and try again.",リンクされた商品データが無効です。データを確認して再度お試し下さい。
"The product that was requested doesn't exist. Verify the product and try again.",要求された商品が存在しません。商品を確認して再度お試し下さい。
"The Product with the ""%1"" SKU doesn't exist.","SKU ""%1"" の商品は存在しません。"
"Database connection error","Database connection error"
"Database deadlock found when trying to get lock","Database deadlock found when trying to get lock"
"Database lock wait timeout exceeded","Database lock wait timeout exceeded"
"The ""%1"" product couldn't be removed.","""%1""商品を削除できませんでした。"
"Could not get extension attributes","Could not get extension attributes"
"Lock wait timeout","Lock wait timeout"
"Category with ID: %s doesn't exist","ID を持つカテゴリ: %s が存在しません。"
"Product Name or SKU",商品名もしくはSKU
"Start typing to find products",商品検索をおこないます
"Product with ID: %s doesn't exist","IDを持つ商品: %s は存在しません"
"Customer Group Price","Customer Group Price"
"Alert stock",アラート在庫
"Alert Stock",アラート在庫
"Alert price",アラート価格
"Alert Price",アラート価格
"Enter separated extensions, like: png, jpg, gif.",png、jpg、gifなどの区切られた拡張子を入力して下さい。
"Processor %1 doesn't implement WysiwygConfigDataProcessorInterface. It will be skipped","プロセッサー %1 は WysiwygConfigDataProcessorInterfaceを実装していません。それはスキップされます。"
"If your Magento installation has multiple websites, you can edit the scope to use the product on specific sites.","If your Magento installation has multiple websites, you can edit the scope to use the product on specific sites."
"Please select a node.","Please select a node."
"An attribute group named ""/name/"" already exists.","An attribute group named ""/name/"" already exists."
"Buy %1 for:",%1を購入:
"Maximum %1 characters","最大: %1 文字"
"This value does not follow the specified format (for example, 200X300).","This value does not follow the specified format (for example, 200X300)."
"Sending attribute values as package.",パッケージとして属性値を送信。
remaining,残存数
"too many",多すぎる
"does not implement Storage Interface",ストレージインターフェースを実装していません
Main,メイン
"Custom image",デフォルトの背景
"Lifetime of products in Recently Viewed Widget",最近見たウィジェットにある商品の有効期間
"Lifetime of products in Recently Compared Widget",最近比較したウィジェットにある商品の有効期間
"Synchronize widget products with backend storage",ウィジェット商品をバックエンドストレージと同期する
"Allow Dynamic Media URLs",動的メディアURLを許可する
"Use Static URLs for Media Content in WYSIWYG",WYSIWYGのメディアコンテンツで静的URLを使用する
"Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.",メディアコンテンツは静的URLとしてエディタに挿入されます。システム設定のベースURLが変更された場合は、メディアコンテンツは更新されません。
"Default Layouts",デフォルトのレイアウト
"Default Product Layout",デフォルトの商品レイアウト
"Default Category Layout",デフォルトのカタログレイアウト
"Product Info Column",商品情報行
"Block after Info Column",情報列の後にブロックを配置する
"Time in seconds between the widget updates.
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.","ウィジェットの秒単位の更新間隔。
<br/>設定されていない場合は、86400秒（24時間）になります。 即座にウィジェットを更新するには、「キャッシュ管理」に行き、「HTML出力キャッシュをブロックする」をクリアします。
<br/>ウィジェットはキャッシュがリフレッシュされるまで、指定された条件に一致する商品を表示しません。"
"UI Component","UI コンポーネント"
"Product attributes to show",表示する商品属性
"Learn More Link",詳細情報のリンク
"Buttons to show",表示するボタン
"Add to Wishlist","Add to Wishlist"
"Viewed Products Sidebar Template",閲覧された商品サイドバーテンプレート
"List of Products Recently Compared by Visitor",訪問者に最近比較された商品のリスト
"Display Mode","Display Mode"
"Available Product Listing Sort By","Available Product Listing Sort By"
"Default Product Listing Sort By","Default Product Listing Sort By"
"Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.","テキストエディタの入力タイプでは、ストア>設定>コンテンツ管理で WYSIWYGを有効にする必要があります。"
"Skip to the end of the images gallery","Skip to the end of the images gallery"
"Skip to the beginning of the images gallery","Skip to the beginning of the images gallery"
"Add To Cart",カートに追加
"Add To Compare",比較リストに入れる
"Concrete type for %1 not implemented",%1のコンクリートタイプは実装されていません
"Missing key %1 in product data",商品データのキー%1が見つかりません
"currentPage value %1 specified is greater than the number of pages available.","指定された currentPage値 %1 は利用可能なページ数より大きいです。"
"""id for category should be specified","カテゴリの ""id を指定する必要があります"
"No child sku found for product link.",商品リンクの子のskuは見つかりませんでした。
"'search' or 'filter' input argument is required.","'search' または 'filter' の入力引数が必要です。"
"SimpleProduct type not defined in schema.","SimpleProduct タイプはスキーマで定義されていません。"
"'category_id' only supports 'eq' condition type.","'category_id' では、'eq' 条件タイプのみサポートしています。"
"'Entity type model must be an instance of ' .",'エンティティタイプは次のインスタンスである必要があります'。
"Wrong attribute set code ""%1"", please correct it and try again.","属性セットコード ""%1"" が間違っています。修正してもう一度やり直してください。"
"Invalid Stock data for insert",無効な挿入用在庫データ
"The Product stock item is invalid. Verify the stock item and try again.",商品の在庫アイテムが不正です。在庫アイテムを確認してから再度お試し下さい。
"The stock item was unable to be saved. Please try again.",在庫アイテムが保存できませんでした。再度お試し下さい。
"The stock item with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" の在庫アイテムが見つかりませんでした。IDを確認して再度お試し下さい。"
"The stock was unable to be saved. Please try again.",在庫が保存できませんでした。再度お試し下さい。
"The stock with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" の在庫が見つかりませんでした。IDを確認して再度お試し下さい。"
"The stock status was unable to be saved. Please try again.",在庫状態を保存できませんでした。再度お試し下さい。
"The ""%1"" value is invalid for stock ID. Enter stock with a default value of %2 to try again.","""%1"" の値は在庫IDには無効です。再度試すにはデフォルト値の""％2""の在庫を入力して下さい。"
"The ""%1"" value is invalid for stock item ID. Enter either zero or a number than zero to try again.","""%1""の値は在庫アイテムIDには無効です。 0または0より大きい数字を入力して、再度お試し下さい。"
"The ""%1"" value is invalid for stock item ID. Use the stock item ID's assigned ""%2"" value and try again.","""%1""の値は在庫アイテムIDには無効です。 在庫アイテムIDに割り当てられた""%2""の値を使用して、再度お試し下さい。"
"Quantity increments can't use decimals. Enter a new increment and try again.","数量単位で小数点以下は使用できません。 新しいインクリメントを入力し、再度お試し下さい。"
"<strong style=""color:red"">Warning!</strong> By default this feature restricts all categories.","<strong style=""color:red"">警告!</strong>デフォルトではこの機能はすべてのカテゴリを制限します。"
"The ""%1"" rule was unable to be saved. Please try again.","""%1"" ルールを保存できませんでした。再度お試し下さい。"
"The rule with the ""%1"" ID wasn't found. Verify the ID and try again.","ID ""%1"" のルールが見つかりませんでした。IDを確認して再度お試し下さい。"
"The ""%1"" rule couldn't be removed.","""%1""ルールを削除できませんでした。"
"Undefined condition type ""%1"" passed in.","未定義の条件タイプ ""%1""を渡されました。"
"Undefined SQL operator ""%1"" passed in. Valid operators are: %2","未定義のSQL演算子 ""%1""が渡されました。有効な演算子: %2"
"Undefined rule operator ""%1"" passed in. Valid operators are: %2","未定義のルール演算子 ""%1""が渡されました。有効な演算子: %2"
"Undefined rule aggregator ""%1"" passed in. Valid operators are: %2","未定義のルールアグリゲータ ""%1""が渡されました。有効な演算子: %2"
"Future Update already exists in this time range. Set a different range and try again.",この時間帯の次回の更新は既に存在します。違う時間帯を設定して再度お試し下さい。
"Remove Catalog Price Rule from Update",アップデートによるカタログ価格ルールの削除
"Schedule Update",アップデートを予定する
"Move to Another Update",他のアップデートに移動
"The catalog price rule will be removed from the update and all scheduled changes will be lost.",アップデートと予定された変更が削除されると、関連するカタログ価格ルールが削除されます
"Advanced Search Results",詳細検索結果
"Search term is empty",検索キーワードが空です
"Enter a search term and try again.",検索キーワードを入力して再度お試し下さい
". "" which is inconsistent with state of scope resolver""",". "" スコープリゾルバのいずれかの状態に不整合があります"""
"The bucket doesn't exist.",バケットは存在しません。
"Number of top search results to cache",キャッシュする上位検索結果の数
"Autocomplete Limit",オートコンプリートリミット
"The requested price is not found.",リクエストされた価格が見つかりません。
"Update %1 from %2 to %3.","%1 を %2 から %3 に更新する。"
"The category will be removed from the update and all scheduled changes will be lost.",アップデートと予定された変更が削除されると、関連するカテゴリが削除されます
"Remove Product from Update",予定更新から商品を削除
"The product will be removed from the update and all scheduled changes will be lost.",アップデートと予定された変更が削除されると、関連する商品が削除されます
"Currently Active",現在有効
"Invalid URL key","不正な URLキー"
"Catalog Url Rewrite Staging",カタログURL書き換えステージング
"The quote item isn't found. Verify the item and try again.",見積商品が見つかりません。商品を確認して再度お試し下さい。
"The product wasn't found. Verify the product and try again.",商品が見つかりませんでした。商品を確認して再度お試し下さい。
"The shipping address is missing. Set the address and try again.",配送先住所がありません。住所を設定して、再度お試し下さい。
"The shipping information was unable to be saved. Verify the input data and try again.",配送情報を保存できませんでした。入力データを確認して再度お試し下さい。
"The shipping method can't be set for an empty cart. Add an item to cart and try again.",配送方法は空のカートに設定できません。商品をカートに追加し、再度お試し下さい。
"Print receipt",レシートを印刷
"View and Edit Cart","カートを表示する"
Field,フィールド
"is required.",は必須です。
Example:,正しい郵便番号の例:
"The shipping method is missing. Select the shipping method and try again.",配送方法がありません。配送方法を選択して再度お試し下さい。
"Maximum Number of Items to Display in Order Summary",注文情報サマリーに表示する最大商品点数
"Number of Items to Display Pager","Number of Items to Display Pager"
"Show Cross-sell Items in the Shopping Cart",ショッピングカートにクロスセル商品を表示する
"Number of Items to Display Scrollbar",スクロールバーに表示する商品点数
"Maximum Number of Items to Display",表示する商品の最大件数
"The ""%1"" checkout agreement couldn't be saved.","購入合意 %1 を保存できませんでした。"
"The ""%1"" checkout agreement couldn't be removed.","購入合意 %1 を削除できませんでした。"
"A checkout agreement with the ""%1"" specified ID wasn't found. Verify the ID and try again.","指定されたID ""%1"" の購入合意が見つかりませんでした。IDを確認して再度お試し下さい。"
"The order can't be submitted in preview mode.",プレビューモードでは、注文は送信できません。
"Delete Selected",選択項目を削除
"You duplicated the block.",ブロックを複製しました。
"You duplicated the page.",ページを複製しました。
"The CMS block with the ""%1"" ID doesn't exist.","ID ""%1"" のCMSブロックは存在しません。"
"The CMS page with the ""%1"" ID doesn't exist.","ID ""%1"" のCMSページは存在しません。"
"The page URL key can't use capital letters or disallowed symbols. Remove the letters and symbols and try again.","ページURLキーでは、大文字または許可されていない記号は使用できません。 文字と記号を削除して、再度お試し下さい。"
"The page URL key can't use only numbers. Add letters or words and try again.","ページURLキーは数字のみでは使用できません。 文字や単語を追加して再度お試し下さい。"
"Are you sure you want to delete a %1 record?","%1 のレコードを削除してもよろしいですか?"
"TinyMCE 4","TinyMCE 4"
"Default Page Layout",デフォルトページのレイアウト
"Are you sure you want to delete selected items?",選択したアイテムを削除してもよろしいですか？
"The block will be removed from the update and all scheduled changes will be lost.",アップデートからブロックが削除され、すべてのスケジュール更新は失われます。
"Remove CMS page from Update",CMSページをアップデートから削除
"The page will be removed from the update and all scheduled changes will be lost.",アップデートからページが削除され、すべてのスケジュール更新は失われます。
"Delete Company",会社を削除
Companies,会社
"Add New Company",新しい会社を追加
(me),（私）
"Company Name:",会社名:
"Company Legal Name:",会社の登録名:
"Company Email:",会社Eメール:
"VAT/TAX ID:",VAT/税ID:
"Re-seller ID:",再販業者ID:
"Street Address:",番地:
City:,市区町村:
Country:,国:
State/Province:,都道府県:
"ZIP/Postal Code:",郵便番号:
"Phone Number:",電話番号:
"Job Title:",職名:
"Email Address:",メールアドレス:
Prefix:,敬称:
"First Name:",名:
"Middle Name/Initial:",ミドルネーム/イニシャル:
"Last Name:",姓:
Suffix:,称号:
Gender:,性別:
Duplicated,複製
"Company Structure",社内体制
"New Company",新しい会社
"Thank you! We're reviewing your request and will contact you soon",ありがとうございました！リクエストを確認し、すぐにご連絡致します
"An error occurred on the server. Your changes have not been saved.","サーバーでエラーが発生しました。 あなたの変更は保存されていません。"
"Create New Company",新規会社を作成
"Something went wrong. Please try again later.",問題が発生しました。後で再度お試し下さい。
"Invalid value of ""%value"" provided for the email field.","メールフィールドに指定された ""%value"" の値が無効です。"
"Invalid value ""%value"" given for the website ID field.","ウェブサイトIDフィールドに与えられた ""%value"" は無効な値です。"
"You have deleted company %companyName.","会社 %companyName を削除しました。"
"The company no longer exists.",会社は存在しません。
"The requested company is not found",要求された会社が見つかりません。
"can not be saved",保存できません
"Could not save company",会社を保存できませんでした
"You have saved company %companyName.","会社 %companyName を保存しました。"
"You have created company %companyName.","会社 %companyName を作成しました。"
"A user with this email address already exists in the system. If you proceed, the user will be linked to your company.","このメールアドレスを持つユーザーはすでにシステムに存在しています。 続行すると、ユーザーはあなたの会社にリンクされます。"
"A user with this email address is already a member of your company.",このメールアドレスのユーザーはすでにあなたの会社の社員です。
"A user with this email address already exists in the system. Enter a different email address to create this user.","このメールアドレスを持つユーザーはすでにシステムに存在しています。 このユーザーを作成するために、別のメールアドレスを入力してください。"
"You are not allowed to do this.",この操作は許可されていません
"Cannot create the customer.",顧客を作成できません
"The customer was successfully created.",顧客は正常に作成されました。
"You cannot delete yourself.",自分自身を削除することはできません。
"Cannot delete this user.",このユーザーを削除できません
"The customer was successfully deleted.",顧客が正常に削除されました。
"The customer was successfully updated.",顧客は正常に更新されました。
"Company Profile",会社概要
"The changes you made on the company profile have been successfully saved.",会社概要に加えた変更は正常に保存されました。
"You must fill in all required fields before you can continue.",続行する前に、必要なすべてのフィールドに記入する必要があります。
"Bad Request",不正なリクエスト
"You have deleted role %companyRoleName.","権限 %companyRoleName を削除しました。"
"Roles and Permissions",ロールとパーミッション
"The tree retrieved successfully.",ツリーが正常に取得されました。
"The item was successfully moved.",商品は正常に移動されました。
"The team was successfully deleted.",チームが正常に削除されました。
"The team was successfully updated.",チームが正常に更新されました。
"The team was successfully created.",チームが正常に作成されました。
"Company Users",会社のユーザー
"A customer with the same email already assigned to company.",同じメールを持つ顧客が既に会社に割り当てられています。
"Pending Approval",承認待ち
Blocked,ブロック済み
"The company admin cannot be moved to a different location in the company structure.",会社管理者は、社内体制を別の場所に移動することはできません。
"A user or a team cannot be moved under itself.",ユーザーまたはチームは、それ自身の下には移動できません。
"A user or a team cannot be moved under its child user or team.",ユーザーまたはチームは、その子ユーザーまたはその子チームの下には移動できません。
"The specified parent ID belongs to a different company. The specified entity (team or user) and its new parent must belong to the same company.","指定された親IDは別の会社に属しています。 指定されたエンティティ（チームまたはユーザー）とその新しい親は、同じ会社に属している必要があります。"
"Unable to move customer structure.",顧客構造を移動できません
"Cannot delete company with id %1","id %1の会社を削除できません"
"No company admin email is specified in request.",リクエストに会社管理者のメールが指定されていません。
"No company admin website ID is specified in request.",リクエストに会社管理者のウェブサイトIDが指定されていません。
"No such entity with id = %idValue","id = %idValue のようなエンティティはありません。"
"The user %1 is the company admin and cannot be set to inactive. You must set another user as the company admin first.","ユーザー %1 は会社の管理者であり、未アクティブに設定することができません。最初に会社のアドミンとして別のユーザーを設定して下さい。"
"You cannot update the requested attribute. Row ID: %fieldName = %fieldValue.","要求された属性を更新できません。行ID: %fieldName = %fieldValue"
"Invalid attribute value. Cannot change company for a company admin.",不正な属性値です。会社と会社管理者を交換することはできません。
"Company admin",会社管理者
"Company user",会社のユーザー
"Individual user",個別のユーザー
"Unable to set ""allow"" for the resource because its parent resource(s) is set to ""deny"".",親リソースが「拒否」に設定されているため、リソースに「許可」を設定できません。
"This account is locked.",このアカウントはロックされています。
"Your account is not yet approved. If you have questions, please contact the seller.",あなたのアカウントはまだ承認されていません。ご不明な点がございましたら、販売者にお問い合わせ下さい。
"There was an error saving custom attributes.",顧客属性の保存でエラーがありました。
"This role cannot be deleted because users are assigned to it. Reassign the users to another role to continue.","この権限はユーザーが割り当てられているため削除できません。 続行するには、ユーザーを別の役割に再割り当てして下さい。"
"You cannot delete a role when it is the only role in the company. You must create another role before deleting this role.","権限が会社の唯一の権限である場合、削除することはできません。 この権限を削除する前に、別の権限を作成する必要があります。"
"User role with this name already exists. Enter a different name to save this role.",この名前のユーザー権限はすでに存在しいます。この権限を保存するには別の名前を入力して下さい。
"Cannot delete role with id %1","id %1 の権限を削除できません"
"The selected user is inactive. To continue, select another user or activate the current user.","選択したユーザーは非アクティブです。 続行するには、別のユーザーを選択するか、現在のユーザーをアクティブにします。"
"This customer is a user of a different company. Enter a different email address to continue.","この顧客は別の会社のユーザーです。 続行するには別のメールアドレスを入力してください。"
"Company with this email address already exists in the system. Enter a different email address to continue.","このメールアドレスを持つ会社はすでにシステムに存在しています。 続行するには別のメールアドレスを入力してください。"
"Invalid attribute value. Rejected date&time and Rejected Reason can be changed only when a company status is changed to Rejected.","属性値が無効です。 拒否された日時と理由は、会社のステータスが「拒否」に変更された場合にのみ変更できます。"
"Could not save company: %1","会社を保存できませんでした: %1"
"Cannot delete structure with id %1","id %1 のストラクチャを削除できません"
"Could not create team",チームを作成できまでんした
"This team has child users or teams aligned to it and cannot be deleted. Please re-align the child users or teams first.","このチームには子ユーザーまたはチームが配置されており、削除できません。 最初に子ユーザーやチームを再調整してください。"
"Could not update team",チームを更新できませんでした
"Cannot delete team with id %1","id %1 のチームを削除できません"
"You cannot assign a different role to a company admin.",会社管理者には別の権限を割り当てることはできません。
"You cannot assign multiple roles to a user.",ユーザーに複数の権限を割り当てることはできません。
"Cannot delete the company admin. Delete operation has been stopped. Please repeat the action for the other customers.",会社管理者は削除できません。削除操作は停止されました。他の顧客の操作を繰り返してください。
"This customer company account is blocked and customer cannot place orders.",この顧客会社アカウントがブロックされ、顧客が注文を行えません。
"The consumer isn't authorized to access resource.",顧客はリソースにアクセスする権限がありません。
"- Duplicated","- 複製"
exception,例外
"error message","error message"
"Could not save role",権限を保存できませんでした
"""%fieldName"" is required. Enter and try again.""%fieldName"" is required. Enter and try again.","""%fieldName""は必須です。 入力して再度お試し下さい。""%fieldName""は必須です。 入力して再度お試し下さい。"
"Cannot delete team",チームを削除できません
"Role Name 15","権限名 15"
Duplicate,複製
"Company Name",会社名
"Customer Type:",顧客タイプ:
Company:,会社:
"Company Information",会社情報
"Company Legal Name",会社の登録名
"Company Email",会社Eメール
"VAT/TAX ID",VAT/税ID:
"Re-seller ID",再販業者ID
"Legal Address",法的住所
"Company Administrator",会社管理者
"Job Title",職名
"New Company Account",新規会社アカウント
"If you represent a company, you will want to use our company account area. Creating a company account provides all company members with access to B2B features like quoting, company users management, quick order, and more.","あなたが会社を代表している場合は、会社のアカウントエリアを使用することになります。 会社アカウントを作成すると、全社員がクオーティング、会社のユーザー管理、クイックオーダーなどのB2B機能へアクセスできます。"
"Create a Company Account",会社アカウントを作成
"Business Structure",経営構造
"Add User",ユーザーを追加
"Add Team",チームを追加
"Edit Selected",選択したものを編集
"Team Title",チームタイトル
"You don't have a company account yet.",まだ会社アカウントを持っていません。
"T: %1","T: %1"
"Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator.",あなたの会社アカウントがブロックされ、注文ができません。ご質問がある場合は、会社の管理者にお問い合わせください。
"Role Permissions",ロール権限
"This action will replace your Company Admin.",この操作はあなたの会社管理者を置き換えます。
"* Your latest changes on the company profile have not been saved yet.",*会社概要の最新の変更はまだ保存されていません。
"Dear %name,","Dear %name,"
"You have been assigned to <a href=""%customer_url"">%company_name</a> as the Company Admin.","あなたは会社管理者として<a href=""%customer_url"">%company_name</a>に割り当てられています。"
"When you sign in to your account, you can:",アカウントにサインインすると以下のことができます:
"* Create and manage company users and teams","* 会社のユーザーとチームの作成と管理"
"* Manage user permissions for the store","* 店舗のユーザー権限の管理"
"* Create and manage company shipping and billing addresses","* 会社の配送および請求先住所の作成と管理"
"You've been added to the <a href=%customer_url>%company_name</a> as the company member.
Once you enter your account,
the company's shared resources will be available for you.","あなたは社員として <a href=%customer_url>%company_name</a> に追加されました。
アカウントを入力すると、
社内の共有リソースが利用可能になります。"
"If this is a mistake,
please contact the company Admin at %company_admin_email.","これが間違いである場合は、
%company_admin_email で会社管理者にお問い合わせ下さい。"
"Your account is now active. You can use it to login to the <a href=""%customer_url"">website</a>.","あなたのアカウントは現在アクティブになっています。<a href=""%customer_url"">ウェブサイト</a>にログインするために使用することができます。"
"Your account is no longer active. You will not be able to use it for login.","あなたのアカウントはもうアクティブではありません。 このアカウントはログインするために使用できません。"
"If this is a mistake, please contact the seller.",これが間違いであれば、販売業者にお問い合わせ下さい。
"Your account has been set to inactive and you cannot now access the company account. If you think this is a mistake, please contact your manager for details.","あなたのアカウントは非アクティブに設定されており、現在会社アカウントにアクセスすることができません。 間違いだと思われる場合は、マネージャーに詳細をお問い合わせください。"
